Image Number,URL,Alt Text,Title,File Extension,File Size,Resolution,Status,Error Message
692,https://www.pothys.com/cdn/shop/files/preview_images/fa162d817aaa46b38962e78ebae08726.thumbnail.0000000000_small.jpg?v=1760121050,None,None,.jpg,3.97 KB,56x100,Success,
693,https://www.pothys.com/cdn/shop/files/preview_images/f549eb431b864277bc18ba202768409a.thumbnail.0000000000_small.jpg?v=1760121003,None,None,.jpg,4.03 KB,56x100,Success,
694,https://www.pothys.com/cdn/shop/files/preview_images/0ea18c6cce5440e0af424ecb9635d2f1.thumbnail.0000000000_small.jpg?v=1760120975,None,None,.jpg,2.68 KB,56x100,Success,
695,https://www.pothys.com/cdn/shop/files/pecock_1_1_1.png?v=1729686577,None,None,.png,31.59 KB,168x168,Success,
696,https://www.pothys.com/cdn/shop/files/vengatagiri-silk.jpga.jpg?v=1755942897,None,None,.jpg,99.92 KB,599x855,Success,
697,https://www.pothys.com/cdn/shop/files/preview_images/57802dc8a0794e6ba6f5ac8f398a07f8.thumbnail.0000000000_small.jpg?v=1760121029,None,None,.jpg,3.90 KB,56x100,Success,
698,https://www.pothys.com/cdn/shop/files/mysore-silk.jpg-a.jpg?v=1755942896,None,None,.jpg,104.53 KB,599x855,Success,
699,https://www.pothys.com/cdn/shop/files/Kurti-a.jpg?v=1755942892,None,None,.jpg,68.17 KB,599x855,Success,
700,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=200,None,None (srcset variant),.jpg,6.35 KB,200x82,Success,
701,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=400,None,None (srcset variant),.jpg,30.91 KB,400x164,Success,
702,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=500,None,None (srcset variant),.jpg,24.17 KB,500x206,Success,
703,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=1000,None,None (srcset variant),.png,105.85 KB,1000x711,Success,
704,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=600,None,None (srcset variant),.jpg,58.30 KB,600x247,Success,
705,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=300,None,None (srcset variant),.jpg,19.94 KB,300x123,Success,
706,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=900,None,None (srcset variant),.jpg,108.94 KB,900x370,Success,
707,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=600,None,None (srcset variant),.jpg,32.09 KB,600x247,Success,
708,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=900,None,None (srcset variant),.jpg,64.53 KB,900x370,Success,
709,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=1400,None,None (srcset variant),.jpg,210.64 KB,1400x575,Success,
710,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=1000,None,None (srcset variant),.jpg,77.42 KB,1000x411,Success,
711,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=2000,None,None,.jpg,241.04 KB,2000x822,Success,
712,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=1200,None,None (srcset variant),.jpg,167.48 KB,1200x493,Success,
713,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=300,None,None (srcset variant),.jpg,11.05 KB,300x123,Success,
714,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=1600,None,None (srcset variant),.jpg,167.39 KB,1600x658,Success,
715,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=1400,None,None (srcset variant),.jpg,133.65 KB,1400x575,Success,
716,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=1800,None,None (srcset variant),.jpg,203.23 KB,1800x740,Success,
717,https://www.pothys.com/cdn/shop/files/Subtract_1.png?v=1731589483&width=75,None,None,.png,3.82 KB,75x103,Success,
718,https://www.pothys.com/cdn/shop/files/Group-494-_1.png?v=1731589609&width=89,None,None,.png,2.60 KB,89x90,Success,
719,https://www.pothys.com/cdn/shop/files/Insta_Collection.jpg?v=1736231691,None,None,.jpg,143.98 KB,1452x1112,Success,
720,https://www.pothys.com/cdn/shop/files/pecock_1_2.png?v=1731589503&width=99,None,None,.png,13.88 KB,99x99,Success,
721,https://www.pothys.com/cdn/shop/files/Layer_1_3.png?v=1731589624&width=71,None,None,.png,6.39 KB,71x103,Success,
722,https://www.pothys.com/cdn/shop/files/About-us-banner-4.jpg?v=1737349660,None,None,.jpg,206.02 KB,1452x1112,Success,
723,https://www.pothys.com/cdn/shop/files/Delivery_alert_mobile.jpg?v=1760203146&width=400,None,None (source variant),.jpg,60.26 KB,400x533,Success,
724,https://www.pothys.com/cdn/shop/files/Delivery_alert_mobile.jpg?v=1760203146&width=600,None,None (source variant),.jpg,102.03 KB,600x800,Success,
725,https://www.pothys.com/cdn/shop/files/Delivery_alert_mobile.jpg?v=1760203146&width=1200,None,None (source variant),.jpg,261.20 KB,1200x1600,Success,
726,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=600,None,None (srcset variant),.png,49.73 KB,600x427,Success,
727,https://www.pothys.com/cdn/shop/files/Mobile-App.jpg-pure-Silk.jpg?v=1760170241&width=1200,None,None (source variant),.jpg,496.66 KB,1200x1600,Success,
728,https://www.pothys.com/cdn/shop/files/Mobile-App_39d3bfc9-2eed-4109-b08a-ade38f9d4f2a.jpg?v=1747231208&width=400,None,None (source variant),.jpg,74.16 KB,400x533,Success,
729,https://www.pothys.com/cdn/shop/files/Delivery_alert_mobile.jpg?v=1760203146&width=800,None,None (source variant),.jpg,153.09 KB,800x1067,Success,
730,https://www.pothys.com/cdn/shop/files/Mobile-App_39d3bfc9-2eed-4109-b08a-ade38f9d4f2a.jpg?v=1747231208&width=600,None,None (source variant),.jpg,138.42 KB,600x800,Success,
731,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=400,None,None (srcset variant),.jpg,17.07 KB,400x164,Success,
732,https://www.pothys.com/cdn/shop/files/Mobile-App_39d3bfc9-2eed-4109-b08a-ade38f9d4f2a.jpg?v=1747231208&width=1200,None,None (source variant),.jpg,337.61 KB,1200x1600,Success,
733,https://www.pothys.com/cdn/shop/files/Mobile-App_39d3bfc9-2eed-4109-b08a-ade38f9d4f2a.jpg?v=1747231208&width=800,None,None (source variant),.jpg,207.71 KB,800x1067,Success,
734,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=800,None,None (srcset variant),.jpg,52.66 KB,800x329,Success,
735,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=1200,None,None (srcset variant),.jpg,103.63 KB,1200x493,Success,
736,https://www.pothys.com/cdn/shop/files/Mobile-App_9d0e9a98-4aa6-450a-896e-dfad31bdc699.jpg?v=1755497350&width=400,None,None (source variant),.jpg,32.77 KB,400x275,Success,
737,https://www.pothys.com/cdn/shop/files/Mobile-App_9d0e9a98-4aa6-450a-896e-dfad31bdc699.jpg?v=1755497350&width=600,None,None (source variant),.jpg,54.12 KB,542x372,Success,
738,https://www.pothys.com/cdn/shop/files/Mobile-App_9d0e9a98-4aa6-450a-896e-dfad31bdc699.jpg?v=1755497350&width=1000,None,None (source variant),.jpg,54.12 KB,542x372,Success,
739,https://www.pothys.com/cdn/shop/files/Mobile-App_9d0e9a98-4aa6-450a-896e-dfad31bdc699.jpg?v=1755497350&width=800,None,None (source variant),.jpg,54.12 KB,542x372,Success,
740,https://www.pothys.com/cdn/shop/files/Mobile-App.jpg-pure-Silk.jpg?v=1760170241&width=400,None,None (source variant),.jpg,82.59 KB,400x533,Success,
741,https://www.pothys.com/cdn/shop/files/Mobile-App_9d0e9a98-4aa6-450a-896e-dfad31bdc699.jpg?v=1755497350&width=1200,None,None (source variant),.jpg,54.12 KB,542x372,Success,
742,https://www.pothys.com/cdn/shop/files/Delivery_alert_mobile.jpg?v=1760203146&width=1000,None,None (source variant),.jpg,205.60 KB,1000x1333,Success,
743,https://www.pothys.com/cdn/shop/files/01_f9e93c9e-511a-46a3-8155-df1ae117dbd9.jpg?v=1760122870&width=1000,None,None (source variant),.jpg,273.16 KB,878x1389,Success,
744,https://www.pothys.com/cdn/shop/files/Blog_-_Home_page_Footer.jpg?v=1736231691,None,None,.jpg,261.57 KB,1452x1112,Success,
745,https://www.pothys.com/cdn/shop/files/Mobile-App.jpg-pure-Silk.jpg?v=1760170241&width=600,None,None (source variant),.jpg,162.39 KB,600x800,Success,
746,https://www.pothys.com/cdn/shop/files/image_158_1.png?v=1729683777,Background Image,CSS Background,.png,26.28 KB,242x252,Success,
747,https://www.pothys.com/cdn/shop/t/76/assets/checkmark.svg?v=77552481021870063511757486361,Background Image,CSS Background,.svg,0.17 KB,Unknown,Success,
748,https://www.pothys.com/cdn/shop/t/76/assets/cursor-zoom-out.svg?v=16155520337305705181757486361,Background Image,CSS Background,.svg,0.40 KB,Unknown,Success,
749,https://www.pothys.com/cdn/shop/t/76/assets/cursor-zoom-in.svg?v=154953035094101115921757486361,Background Image,CSS Background,.svg,0.42 KB,Unknown,Success,
750,https://www.pothys.com/cdn/shop/t/76/assets/cursor-close.svg?v=147174565022153725511757486361,Background Image,CSS Background,.svg,0.42 KB,Unknown,Success,
751,https://www.pothys.com/cdn/shop/files/Border_2.png?v=1732789775,Background Image,CSS Background,.png,127.00 KB,239x575,Success,
752,https://www.pothys.com/cdn/shop/files/Shop-the-look_cb63ed41-7dc4-4122-919b-0b5d1952f001.jpg?v=1755497351&width=700,None,None (srcset variant),.jpg,42.07 KB,700x288,Success,
753,https://www.pothys.com/cdn/shop/files/Group_627.png?v=1732024290,Background Image,CSS Background,.png,11.80 KB,287x68,Success,
754,https://www.pothys.com/cdn/shop/files/Group_626.png?v=1732024291,Background Image,CSS Background,.png,47.75 KB,144x317,Success,
755,https://www.pothys.com/cdn/shop/files/image_187.png?v=1732026355,Background Image,CSS Background,.png,9.96 KB,92x93,Success,
756,https://www.pothys.com/cdn/shop/files/image-195.png?v=1732079187,Background Image,CSS Background,.png,11.58 KB,74x88,Success,
757,https://www.pothys.com/cdn/shop/files/Mobile-App_39d3bfc9-2eed-4109-b08a-ade38f9d4f2a.jpg?v=1747231208&width=1000,None,None (source variant),.jpg,296.69 KB,1000x1333,Success,
758,https://www.pothys.com/cdn/shop/files/Mobile-App.jpg-pure-Silk.jpg?v=1760170241&width=800,None,None (source variant),.jpg,261.70 KB,800x1067,Success,
759,https://pothys.com/cdn/shop/files/fi_3178933_853d9ba2-de52-49fe-b99d-779b5e8601fd.png?v=1732634343,Background Image,CSS Background,.png,0.93 KB,41x41,Success,
760,https://www.pothys.com/cdn/shop/files/image-193.png?v=1732027692,Background Image,CSS Background,.png,7.07 KB,62x99,Success,
761,https://theshoppothys.myshopify.com/cdn/shop/files/Border_2.png?v=1732789775,Background Image,CSS Background,.png,127.00 KB,239x575,Success,
762,https://www.pothys.com/cdn/shop/t/76/assets/country-flags.png?v=31976969039850678321757486361,Background Image,CSS Background,.png,155.80 KB,357x336,Success,
763,https://www.pothys.com/cdn/shop/t/76/assets/country-flags-2x.png?v=36528458064068646091757486361,Background Image,CSS Background,.png,427.02 KB,714x672,Success,
764,https://www.pothys.com/cdn/shop/files/01_f9e93c9e-511a-46a3-8155-df1ae117dbd9.jpg?v=1760122870&width=1200,None,None (source variant),.jpg,273.16 KB,878x1389,Success,
765,https://www.pothys.com/cdn/shop/files/Asset_1_2x_1_bc219851-af17-4581-83d3-ddb0f2bec4b2.png?v=1732024291,Background Image,CSS Background,.png,6.61 KB,50x72,Success,
766,https://www.pothys.com/cdn/shop/files/Group-628.png?v=1732027511,Background Image,CSS Background,.png,14.26 KB,82x121,Success,
767,https://www.pothys.com/cdn/shop/files/Border.png?v=1729575858,Background Image,CSS Background,.png,156.29 KB,300x575,Success,
768,https://pothys.com/cdn/shop/files/fi_10809774.png?v=1732634378,Background Image,CSS Background,.png,1.10 KB,38x38,Success,
769,https://pothys.com/cdn/shop/files/sale-tag.png?v=1734018214,Background Image,CSS Background,.png,1.01 KB,35x36,Success,
770,https://pothys.com/cdn/shop/files/Leaf_2.png?v=1731412481,Background Image,CSS Background,.png,70.75 KB,339x452,Success,
771,https://www.pothys.com/cdn/shop/files/Mobile-App.jpg-pure-Silk.jpg?v=1760170241&width=1000,None,None (source variant),.jpg,371.88 KB,1000x1333,Success,
772,http://www.pothys.com/cdn/shop/files/pothys-logo.png?v=1738237720&width=2048,Meta Image,Open Graph/Twitter Card,.png,3.61 KB,115x60,Success,
773,https://www.pothys.com/cdn/shop/files/pothys-logo.png?v=1738237720&width=2048,Meta Image,Open Graph/Twitter Card,.png,3.61 KB,115x60,Success,
774,https://s3.amazonaws.com/me.judge.public-static-assets/general/video-placeholder-640x480.jpeg,Background Image,CSS Background,.jpeg,27.35 KB,515x480,Success,
775,https://www.pothys.com/cdn/shop/files/pothys-logo.png?crop=center&height=1200&v=1738237720&width=1200,Meta Image,Open Graph/Twitter Card,.png,3.61 KB,115x60,Success,
776,https://hulkapps-wishlist.nyc3.digitaloceanspaces.com/assets/images/share_link.svg,Background Image,CSS Background,.svg,1.66 KB,Unknown,Success,
777,https://pothys.com/twitter1.svg,Background Image,CSS Background,.svg,,,Success,
778,https://pothys.com/115,Meta Image,Open Graph/Twitter Card,Unknown,,,Success,
779,https://pothys.com/share_link.svg,Background Image,CSS Background,.svg,,,Success,
780,https://hulkapps-wishlist.nyc3.digitaloceanspaces.com/assets/images/,Background Image,CSS Background,Unknown,,,Success,
781,https://pothys.com/meta1.svg,Background Image,CSS Background,.svg,,,Success,
782,https://pothys.com/ic_pinterest_1.svg,Background Image,CSS Background,.svg,,,Success,
